ID;Age;Sex;Height;Weight;BMI;BMIGroup;CMJ;SJ;Pow_Duncan;PE_CMJ;Pow_Gomez;CMJcm
560;8;2;1,326;36,2;20,59;Overweight;0,188;0,126;725,5944625;6,814288;743,84;18,8
561;8;2;1,372;37,2;19,76;Overweight;0,179;0,165;718,1775325;6,649872;729,46;17,9
562;8;2;1,44;41,3;19,92;Overweight;0,153;0,135;708,3722512;6,304445;729,58;15,3
563;8;2;1,26;29,5;18,58;Overweight;0,179;0,168;592,5625063;5,27342;464,58;17,9
564;8;2;1,33;37,3;21,09;Overweight;0,135;0,133;602,1262942;5,036246;494,42;13,5
565;8;2;1,335;37,4;20,99;Overweight;0,299;0,198;1000,437077;11,180356;1386,74;29,9
566;8;2;1,255;29,4;18,67;Overweight;0,174;0,163;581,0742057;5,118834;434,04;17,4
567;8;2;1,275;33,6;20,67;Overweight;0,168;0,147;633,7909974;5,63472;546;16,8
568;8;2;1,33;32,9;18,6;Overweight;0,294;0,218;890,3172647;9,676548;1204,84;29,4
569;8;2;1,32;33;18,94;Overweight;0,22;0,184;742,5492674;7,26759;807,2;22
570;8;2;1,31;32,5;18,94;Overweight;0,22;0,184;733,210244;7,157475;790;22
571;8;2;1,33;35,5;20,07;Overweight;0,285;0,237;928,625223;10,1033;1245,5;28,5
572;8;2;1,45;54;25,68;Obese;0,203;0,177;1060,28059;10,95768;1437,46;20,3
573;8;2;1,51;59;25,88;Obese;0,221;0,203;1205,63217;13,05493;1707,02;22,1
574;8;2;1,38;54;28,36;Obese;0,153;0,145;884,694596;8,2431;1166,46;15,3
575;8;2;1,25;35;22,4;Obese;0,215;0,178;767,9768309;7,5271;848,9;21,5
576;8;2;1,27;36;22,32;Obese;0,173;0,162;684,9881508;6,23484;655,66;17,3
577;8;2;1,316;42,2;24,37;Obese;0,173;0,17;781,4340078;7,308618;868,94;17,3
578;8;2;1,41;43,8;22,03;Obese;0,138;0,093;698,4779835;6,05754;734,28;13,8
579;8;2;1,34;39,2;21,83;Obese;0,198;0,134;800,3227861;7,760032;901,24;19,8
580;8;2;1,295;38,7;23,08;Obese;0,193;0,186;779,3540164;7,471809;856,94;19,3
581;8;2;1,285;35,7;21,62;Obese;0,194;0,159;731,2545369;6,927228;759,16;19,4
582;8;2;1,34;47,4;26,4;Obese;0,21;0,154;972,5386668;9,952104;1248,36;21
583;8;2;1,32;38,7;22,21;Obese;0,235;0,157;883,143102;9,094887;1084,58;23,5
584;8;2;1,3;38,1;22,54;Obese;0,238;0,222;879,378653;9,076944;1080,2;23,8
585;8;2;1,45;48,2;22,93;Obese;0,217;0,189;1007,383571;10,465184;1313,82;21,7
586;8;2;1,28;37,5;22,89;Obese;0,162;0,141;679,9223149;6,086625;647,64;16,2
587;9;2;1,351;24,4;13,37;Underweight;0,268;0,245;691,8446599;6,54652;771,52;26,8
588;9;2;1,25;22,3;14,27;Underweight;0,291;0,282;675,451043;6,478819;823,94;29,1
589;9;2;1,37;26,8;14,28;Underweight;0,271;0,216;751,8719785;7,25208;870,34;27,1
590;9;2;1,48;31;14,15;Underweight;0,294;0,249;894,4995819;9,11772;1139,48;29,4
591;9;2;1,3;24;14,2;Underweight;0,391;0,273;867,1905473;9,3852;1424,42;39,1
592;9;2;1,24;20,6;13,4;Underweight;0,279;0,237;616,0025894;5,741632;700,42;27,9
593;9;2;1,5;41;18,22;Normalweight;0,189;0,181;851,8817934;7,7572;914,38;18,9
594;9;2;1,37;34;18,11;Normalweight;0,173;0,154;689,5348329;5,88846;586,86;17,3
595;9;2;1,35;33;18,11;Normalweight;0,216;0,199;774,3465812;7,13097;785,52;21,6
596;9;2;1,28;24;14,65;Normalweight;0,298;0,213;729,1472593;7,14576;920,36;29,8
597;9;2;1,329;28;15,85;Normalweight;0,219;0,202;681,8921264;6,13732;629,78;21,9
598;9;2;1,326;25,8;14,67;Normalweight;0,258;0,177;706,9166035;6,658464;765,48;25,8
599;9;2;1,414;38;19,01;Normalweight;0,259;0,219;977,198508;9,84998;1190,58;25,9
600;9;2;1,466;35,2;16,38;Normalweight;0,312;0,265;1032,734299;10,996832;1381,52;31,2
601;9;2;1,339;27,8;15,51;Normalweight;0,289;0,279;808,7766541;8,043652;1002,3;28,9
602;9;2;1,406;34,3;17,35;Normalweight;0,213;0,209;792,2840263;7,306243;813,98;21,3
603;9;2;1,477;40,6;18,61;Normalweight;0,34;0,31;1227,232985;13,812932;1719,04;34
604;9;2;1,328;31,8;18,03;Normalweight;0,255;0,228;833,7346652;8,100096;955,62;25,5
605;9;2;1,131;21,3;16,65;Normalweight;0,355;0,306;738,0687788;7,552341;1136,42;35,5
606;9;2;1,355;29,5;16,07;Normalweight;0,247;0,236;768,1617157;7,28532;833,14;24,7
607;9;2;1,355;32,6;17,76;Normalweight;0,234;0,21;806,2459064;7,626444;869,32;23,4
608;9;2;1,415;37,8;18,88;Normalweight;0,298;0,26;1062,578026;11,254572;1395,08;29,8
609;9;2;1,339;26,7;14,89;Normalweight;0,269;0,257;747,5179788;7,194315;856,06;26,9
610;9;2;1,44;31,5;15,19;Normalweight;0,21;0,173;731,5398403;6,61374;701,4;21
611;9;2;1,34;26,3;14,65;Normalweight;0,188;0,118;587,651396;4,950712;403,28;18,8
612;9;2;1,39;30,5;15,79;Normalweight;0,351;0,305;986,8888805;10,694215;1431,22;35,1
613;9;2;1,41;35,1;17,66;Normalweight;0,208;0,197;795,2943041;7,298694;814,4;20,8
614;9;2;1,47;35;16,2;Normalweight;0,227;0,188;837,7519884;7,9275;913,94;22,7
615;9;2;1,29;27,7;16,65;Normalweight;0,276;0,251;783,2197082;7,656003;928,4;27,6
616;9;2;1,349;30,1;16,54;Normalweight;0,259;0,194;805,5153457;7,802221;918,82;25,9
617;9;2;1,245;28,1;18,13;Normalweight;0,267;0,24;775,6465248;7,507196;893,38;26,7
618;9;2;1,418;36,3;18,05;Normalweight;0,232;0,153;876,2628787;8,41434;985,76;23,2
619;9;2;1,346;27,6;15,23;Normalweight;0,271;0,247;770,431062;7,46856;897,86;27,1
620;9;2;1,35;28;15,36;Normalweight;0,259;0,218;758,6408106;7,25788;846,58;25,9
621;9;2;1,34;30,6;17,04;Normalweight;0,213;0,203;720,7508065;6,518106;686,7;21,3
622;9;2;1,38;33,9;17,8;Normalweight;0,272;0,266;916,0880725;9,212664;1120;27,2
623;9;2;1,48;40,2;18,35;Normalweight;0,273;0,252;1057,965357;10,970982;1342,14;27,3
624;9;2;1,33;28,5;16,11;Normalweight;0,359;0,265;946,2465018;10,218105;1405,78;35,9
625;9;2;1,43;36;17,6;Normalweight;0,258;0,246;931,7732088;9,29088;1116,36;25,8
626;9;2;1,35;29,4;16,13;Normalweight;0,272;0,269;814,0697475;7,989744;965,2;27,2
627;9;2;1,4;44;22,45;Overweight;0,192;0,17;912,0220789;8,4524;1033,84;19,2
628;9;2;1,445;40;19,16;Overweight;0,179;0,171;805,0286787;7,1504;825,78;17,9
629;9;2;1,33;40;22,61;Overweight;0,142;0,125;696,7505847;5,6976;625,24;14,2
630;9;2;1,426;44,9;22,08;Overweight;0,229;0,217;1035,992135;10,264589;1265,34;22,9
631;9;2;1,426;41,2;20,26;Overweight;0,213;0,194;922,2992735;8,776012;1051,34;21,3
632;9;2;1,396;43,5;22,32;Overweight;0,142;0,129;744,1543216;6,160035;745,64;14,2
633;9;2;1,313;33,3;19,32;Overweight;0,237;0,235;827,7368801;7,897428;909,66;23,7
634;9;2;1,421;41,5;20,55;Overweight;0,202;0,188;896,841322;8,37968;1002,04;20,2
635;9;2;1,371;37,8;20,11;Overweight;0,299;0,283;1065,299749;11,299932;1400,5;29,9
636;9;2;1,32;39,1;22,44;Overweight;0,166;0,14;753,3206335;6,486299;724,36;16,6
637;9;2;1,255;30,8;19,56;Overweight;0,232;0,225;764,6811169;7,13944;796,56;23,2
638;9;2;1,44;42,4;20,45;Overweight;0,189;0,17;875,9268002;8,02208;962,54;18,9
639;9;2;1,388;36,9;19,15;Overweight;0,306;0,252;1060,398085;11,300625;1407,48;30,6
640;9;2;1,345;40,7;22,5;Overweight;0,203;0,181;885,2624668;8,258844;979,94;20,3
641;9;2;1,31;37,8;22,03;Overweight;0,182;0,148;775,8319076;6,863724;766,36;18,2
642;9;2;1,265;32,6;20,37;Overweight;0,223;0,182;782,8384318;7,28121;809,7;22,3
643;9;2;1,38;42;22,05;Overweight;0,282;0,233;1120,796452;11,85408;1452,84;28,2
644;9;2;1,35;39,6;21,73;Overweight;0,188;0,138;825,0224488;7,454304;860,8;18,8
645;9;2;1,44;43,4;20,93;Overweight;0,207;0,201;945,3712359;8,980762;1094,5;20,7
646;9;2;1,49;44,4;20;Overweight;0,231;0,144;1032,491104;10,244856;1258,98;23,1
647;9;2;1,52;44,8;19,39;Overweight;0,266;0,222;1138,713949;11,917696;1462,44;26,6
648;9;2;1,38;50;26,25;Obese;0,201;0,174;1043,379491;10,0465;1289,02;20,1
649;9;2;1,41;55,7;28,02;Obese;0,185;0,174;1084,043541;10,325109;1398,38;18,5
650;9;2;1,261;40,6;25,53;Obese;0,168;0,159;782,5836837;6,80862;786,8;16,8
651;9;2;1,386;47,3;24,62;Obese;0,205;0,201;1008,990808;9,692716;1217,82;20,5
652;9;2;1,54;59,1;24,92;Obese;0,168;0,154;1068,338129;9,91107;1423,2;16,8
653;9;2;1,402;48;24,42;Obese;0,215;0,18;1053,213936;10,32288;1296,1;21,5
654;9;2;1,495;70,6;31,59;Obese;0,197;0,171;1371,422446;13,906788;1975,98;19,7
655;9;2;1,325;40,4;23,01;Obese;0,224;0,155;937,9946584;9,06576;1083,44;22,4
656;9;2;1,3;39,7;23,49;Obese;0,238;0,167;960,3694715;9,458128;1135,24;23,8
657;9;2;1,5;53,4;23,73;Obese;0,158;0,133;945,208086;8,430792;1172,92;15,8
658;9;2;1,46;55,5;26,04;Obese;0,138;0,125;897,1012646;7,67565;1136,76;13,8
659;9;2;1,52;57,4;24,84;Obese;0,157;0,142;999,9765531;9,0118;1305,1;15,7
660;9;2;1,495;54,4;24,34;Obese;0,306;0,193;1462,143488;16,6464;2009,48;30,6
661;9;2;1,36;56,3;30,44;Obese;0,409;0,216;1809,905685;23,040775;2633,1;40,9
662;10;2;1,44;27;13,02;Underweight;0,218;0,182;696,2423879;5,89005;589,96;21,8
663;10;2;1,41;28,5;14,34;Underweight;0,214;0,212;719,4038432;6,10014;619,88;21,4
664;10;2;1,536;33,4;14,16;Underweight;0,249;0,194;903,7924326;8,322278;978,14;24,9
665;10;2;1,549;33,7;14,05;Underweight;0,162;0,137;693,2603559;5,469847;516,92;16,2
666;10;2;1,442;27,2;13,08;Underweight;0,34;0,263;929,3267992;9,253984;1258,08;34
667;10;2;1,45;29,9;14,22;Underweight;0,2;0,198;716,9651955;5,98;592,16;20
668;10;2;1,49;27,4;12,34;Underweight;0,312;0,271;885,6290454;8,560034;1113,2;31,2
669;10;2;1,38;36;18,9;Normalweight;0,216;0,208;878,4438451;7,77924;888,72;21,6
670;10;2;1,46;33;15,48;Normalweight;0,216;0,184;817,3108932;7,13097;785,52;21,6
671;10;2;1,41;39;19,62;Normalweight;0,26;0,237;1056,788682;10,15326;1230,4;26
672;10;2;1,47;39;18,05;Normalweight;0,24;0,235;1004,59254;9,37599;1122;24
673;10;2;1,406;31,7;16,04;Normalweight;0,243;0,195;850,8587795;7,689786;887,14;24,3
674;10;2;1,435;39,5;19,18;Normalweight;0,188;0,174;868,9751377;7,43548;857,36;18,8
675;10;2;1,46;32,9;15,43;Normalweight;0,276;0,25;953,4000711;9,093231;1107,28;27,6
676;10;2;1,4;37,7;19,23;Normalweight;0,379;0,311;1304,028493;14,276613;1830,66;37,9
677;10;2;1,53;36,1;15,42;Normalweight;0,307;0,272;1101,88579;11,100028;1385,38;30,7
678;10;2;1,4;32,3;16,48;Normalweight;0,295;0,235;979,3698524;9,538836;1189,62;29,5
679;10;2;1,512;38,3;16,75;Normalweight;0,274;0,252;1075,630922;10,496881;1282,2;27,4
680;10;2;1,497;40,7;18,16;Normalweight;0,231;0,2;1013,938242;9,391118;1131,7;23,1
681;10;2;1,4;38,7;19,74;Normalweight;0,206;0,174;904,5576193;7,969104;927,4;20,6
682;10;2;1,47;34,4;15,92;Normalweight;0,232;0,215;884,5668765;7,97392;920,4;23,2
683;10;2;1,44;31;14,95;Normalweight;0,224;0,212;794,8788834;6,9564;760,08;22,4
684;10;2;1,4;29,8;15,2;Normalweight;0,222;0,215;764,7205966;6,624838;707,96;22,2
685;10;2;1,5;33,5;14,89;Normalweight;0,319;0,233;1059,388796;10,67377;1360,98;31,9
686;10;2;1,46;34,8;16,33;Normalweight;0,203;0,191;820,6148683;7,061616;776,98;20,3
687;10;2;1,36;31,9;17,25;Normalweight;0,214;0,159;789,857672;6,827876;736,84;21,4
688;10;2;1,57;44,9;18,22;Normalweight;0,239;0,183;1125,782357;10,745468;1319,54;23,9
689;10;2;1,266;30,2;18,84;Normalweight;0,205;0,172;734,1841118;6,188584;629,58;20,5
690;10;2;1,4;31,1;15,87;Normalweight;0,217;0,17;780,4606943;6,752432;725,58;21,7
691;10;2;1,436;39,1;18,96;Normalweight;0,24;0,23;1006,727475;9,400031;1125,44;24
692;10;2;1,466;40,4;18,8;Normalweight;0,268;0,192;1109,186259;10,83932;1321,92;26,8
693;10;2;1,375;36,2;19,15;Normalweight;0,289;0,255;1062,519178;10,474108;1291,26;28,9
694;10;2;1,43;33,5;16,38;Normalweight;0,275;0,25;965,2064961;9,220205;1122,5;27,5
695;10;2;1,265;25,3;15,81;Normalweight;0,325;0,202;849,9068114;8,21997;1111,42;32,5
696;10;2;1,455;41,4;19,56;Normalweight;0,229;0,175;1022,326048;9,464454;1144,94;22,9
697;10;2;1,405;37,9;19,2;Normalweight;0,206;0,185;889,0286384;7,804368;899,88;20,6
698;10;2;1,28;27,1;16,54;Normalweight;0,219;0,159;700,4951165;5,940049;598,82;21,9
699;10;2;1,37;34,7;18,49;Normalweight;0,235;0,215;898,784615;8,154847;946,98;23,5
700;10;2;1,47;33,9;15,69;Normalweight;0,236;0,206;884,1231862;8,003112;924,88;23,6
701;10;2;1,31;27,7;16,14;Normalweight;0,236;0,232;747,8129108;6,539416;711,6;23,6
702;10;2;1,46;36,5;17,12;Normalweight;0,392;0,325;1298,650131;14,32406;1859,84;39,2
703;10;2;1,44;35,2;16,98;Normalweight;0,173;0,15;749,0243871;6,096288;628,14;17,3
704;10;2;1,45;35,2;16,74;Normalweight;0,291;0,278;1040,842256;10,226656;1267,7;29,1
705;10;2;1,55;44,6;18,56;Normalweight;0,402;0,301;1557,526101;17,93812;2192,68;40,2
706;10;2;1,31;27,7;16,14;Normalweight;0,237;0,214;749,9868812;6,569332;717,02;23,7
707;10;2;1,37;34,7;18,49;Normalweight;0,225;0,202;875,3559102;7,823115;892,78;22,5
708;10;2;1,54;40,8;17,2;Normalweight;0,215;0,209;971,5312812;8,774448;1048,42;21,5
709;10;2;1,48;40,1;18,31;Normalweight;0,305;0,263;1196,079732;12,231703;1512,14;30,5
710;10;2;1,49;35,1;15,81;Normalweight;0,233;0,211;902,1014779;8,173737;949,9;23,3
711;10;2;1,51;49;21,49;Overweight;0,211;0,176;1117,124537;10,33802;1308,82;21,1
712;10;2;1,53;47;20,08;Overweight;0,307;0,271;1371,299243;14,45156;1760,34;30,7
713;10;2;1,51;46;20,17;Overweight;0,204;0,178;1037,419175;9,38032;1167,68;20,4
714;10;2;1,47;47;21,75;Overweight;0,233;0,224;1149,118771;10,94489;1359,26;23,3
715;10;2;1,496;52,7;23,55;Overweight;0,192;0,177;1117,933539;10,12367;1333,12;19,2
716;10;2;1,44;49,2;23,73;Overweight;0,206;0,193;1103,730176;10,131264;1288,6;20,6
717;10;2;1,355;37,2;20,26;Overweight;0,294;0,25;1098,17941;10,941264;1352,76;29,4
718;10;2;1,583;59,1;23,58;Overweight;0,175;0,174;1158,716385;10,344273;1461,14;17,5
719;10;2;1,443;42,3;20,31;Overweight;0,159;0,144;825,3137474;6,715548;796,5;15,9
720;10;2;1,497;52;23,2;Overweight;0,202;0,201;1141,227983;10,49984;1363,24;20,2
721;10;2;1,488;52,5;23,71;Overweight;0,22;0,194;1215,606698;11,562075;1478;22
722;10;2;1,47;43,9;20,32;Overweight;0,265;0,246;1178,620361;11,628232;1426,06;26,5
723;10;2;1,503;45,9;20,32;Overweight;0,266;0,228;1226,308633;12,210318;1500,28;26,6
724;10;2;1,52;47,1;20,39;Overweight;0,252;0,227;1211,917937;11,892279;1465,68;25,2
725;10;2;1,455;42,8;20,22;Overweight;0,221;0,17;1029,317126;9,470356;1149,74;22,1
726;10;2;1,326;41,7;23,72;Overweight;0,208;0,166;968,3067607;8,671098;1041,44;20,8
727;10;2;1,53;55,1;23,54;Overweight;0,251;0,201;1376,37443;13,851038;1735,46;25,1
728;10;2;1,5;53,3;23,69;Overweight;0,175;0,163;1063,623644;9,329099;1261,62;17,5
729;10;2;1,49;44,7;20,13;Overweight;0,259;0,204;1180,046259;11,586687;1421,06;25,9
730;10;2;1,47;59;27,3;Obese;0,216;0,183;1323,047842;12,74931;1679,92;21,6
731;10;2;1,382;52,7;27,59;Obese;0,223;0,217;1230,403761;11,770545;1501,14;22,3
732;10;2;1,467;53,4;24,81;Obese;0,208;0,181;1188,644203;11,103996;1443,92;20,8
733;10;2;1,386;48,9;25,46;Obese;0,275;0,235;1320,672502;13,458747;1652,26;27,5
734;10;2;1,43;63;30,81;Obese;0,18;0,159;1242,344675;11,32047;1622,4;18
735;10;2;1,368;47,4;25,33;Obese;0,239;0,234;1177,504205;11,343768;1405,54;23,9
736;10;2;1,47;57,8;26,75;Obese;0,19;0,182;1199,139063;10,991248;1497,72;19
737;10;2;1,51;59,5;26,1;Obese;0,186;0,159;1212,470476;11,08604;1534,52;18,6
738;10;2;1,57;64,8;26,29;Obese;0,19;0,186;1318,338856;12,322368;1738,52;19
739;10;2;1,55;60,3;25,1;Obese;0,229;0,155;1396,30147;13,785183;1795,1;22,9
740;10;2;1,42;53,7;26,63;Obese;0,19;0,168;1128,18431;10,211592;1356,68;19
741;10;2;1,456;53,1;25,05;Obese;0,164;0,125;1017,709894;8,71371;1195,12;16,4
742;10;2;1,25;38,3;24,51;Obese;0,186;0,139;841,5276524;7,136056;805,24;18,6
743;10;2;1,488;54,3;24,52;Obese;0,166;0,141;1043,917773;9,007827;1247,24;16,6
744;10;2;1,51;67,6;29,65;Obese;0,163;0,156;1238,874776;11,03232;1688,5;16,3
745;11;2;1,445;31;14,85;Underweight;0,367;0,264;1146,241126;11,36243;1535,14;36,7
746;11;2;1,428;25,5;12,51;Underweight;0,275;0,225;812,5157772;7,018365;847,3;27,5
747;11;2;1,64;46;17,1;Normalweight;0,249;0,227;1243,829991;11,46182;1411,58;24,9
748;11;2;1,37;31;16,52;Normalweight;0,246;0,233;889,1597959;7,62166;879,32;24,6
749;11;2;1,53;42;17,94;Normalweight;0,26;0,204;1186,099596;10,93428;1333,6;26
750;11;2;1,57;39;15,82;Normalweight;0,197;0,148;934,1325797;7,68222;888,94;19,7
751;11;2;1,48;44;20,09;Normalweight;0,272;0,22;1266,857456;11,95744;1467,44;27,2
752;11;2;1,45;33;15,7;Normalweight;0,221;0,216;875,7542877;7,30191;812,62;22,1
753;11;2;1,56;46;18,9;Normalweight;0,24;0,198;1215,837499;11,05886;1362,8;24
754;11;2;1,615;53;20,32;Normalweight;0,339;0,289;1701,132519;17,96329;2140,18;33,9
755;11;2;1,425;40;19,9;Normalweight;0,26;0,203;1139,082629;10,4136;1264,8;26
756;11;2;1,461;37;17,24;Normalweight;0,335;0,283;1253,686414;12,39759;1568,1;33,5
757;11;2;1,499;43;19,09;Normalweight;0,254;0,224;1189,484116;10,90523;1335,48;25,4
758;11;2;1,458;33;15,57;Normalweight;0,224;0,215;883,6129532;7,4052;828,88;22,4
759;11;2;1,52;41;17,83;Normalweight;0,375;0,295;1465,430245;15,35942;1922,5;37,5
760;11;2;1,56;46;19,07;Normalweight;0,345;0,299;1530,956073;15,8884;1931,9;34,5
761;11;2;1,487;44;19,94;Normalweight;0,274;0,246;1273,695651;12,05908;1478,28;27,4
762;11;2;1,34;29;16,37;Normalweight;0,351;0,304;1054,424366;10,16827;1379,62;35,1
763;11;2;1,58;48;19,07;Normalweight;0,268;0,254;1350,564149;12,8784;1583,36;26,8
764;11;2;1,62;43,8;16,69;Normalweight;0,255;0,168;1211,160276;11,156736;1368,42;25,5
765;11;2;1,55;44,4;18,48;Normalweight;0,264;0,24;1252,310156;11,710056;1437,84;26,4
766;11;2;1,57;45,6;18,5;Normalweight;0,306;0,294;1407,958117;13,965;1706,76;30,6
767;11;2;1,38;31,7;16,65;Normalweight;0,186;0,15;759,3231455;5,906344;578,2;18,6
768;11;2;1,6;49,7;19,41;Normalweight;0,213;0,196;1200,342891;10,586597;1343,74;21,3
769;11;2;1,315;27,3;15,79;Normalweight;0,274;0,209;857,4765099;7,482111;903,8;27,4
770;11;2;1,575;45,6;18,38;Normalweight;0,236;0,197;1193,193797;10,765248;1327,36;23,6
771;11;2;1,382;28,9;15,13;Normalweight;0,268;0,246;886,8507606;7,75387;926,32;26,8
772;11;2;1,527;42,7;18,31;Normalweight;0,276;0,259;1249,097649;11,801853;1444,4;27,6
773;11;2;1,416;31,6;15,76;Normalweight;0,347;0,254;1124,125289;10,95572;1447,38;34,7
774;11;2;1,5;37,2;16,53;Normalweight;0,316;0,289;1213,551392;11,760036;1472;31,6
775;11;2;1,59;47,8;18,91;Normalweight;0,334;0,307;1546,458401;15,955162;1934,2;33,4
776;11;2;1,55;47,8;19,9;Normalweight;0,249;0,246;1284,04578;11,910326;1473,5;24,9
777;11;2;1,44;39,1;18,86;Normalweight;0,235;0,21;1047,342987;9,188891;1098,34;23,5
778;11;2;1,43;31,2;15,26;Normalweight;0,309;0,261;1033,148949;9,63144;1227,66;30,9
779;11;2;1,515;46,3;20,17;Normalweight;0,28;0,246;1346,524004;12,958907;1589,92;28
780;11;2;1,56;40,1;16,48;Normalweight;0,267;0,258;1160,370825;10,713116;1306,18;26,7
781;11;2;1,485;37,4;16,96;Normalweight;0,274;0,263;1113,150679;10,250218;1251,24;27,4
782;11;2;1,54;41,8;17,63;Normalweight;0,287;0,266;1256,877663;11,994928;1473,06;28,7
783;11;2;1,5;51;22,67;Overweight;0,228;0,199;1278,945881;11,60556;1469,76;22,8
784;11;2;1,48;46;21;Overweight;0,189;0,175;1044,026605;8,7032;1086,38;18,9
785;11;2;1,53;54;23,07;Overweight;0,168;0,142;1104,386116;9,0558;1247,76;16,8
786;11;2;1,54;54;22,77;Overweight;0,183;0,174;1165,497544;9,85608;1329,06;18,3
787;11;2;1,52;52;22,64;Overweight;0,195;0,178;1178,20428;10,14104;1325,3;19,5
788;11;2;1,464;49;23,05;Overweight;0,224;0,206;1226,271311;10,9956;1379,28;22,4
789;11;2;1,621;59;22,49;Overweight;0,409;0,304;2096,160856;24,14575;2725,98;40,9
790;11;2;1,525;52;22,27;Overweight;0,211;0,204;1238,647454;10,97096;1412,02;21,1
791;11;2;1,47;51;23,37;Overweight;0,286;0,235;1478,343664;14,57478;1784,12;28,6
792;11;2;1,54;53;22,26;Overweight;0,245;0,202;1383,051611;12,97281;1630,7;24,5
793;11;2;1,64;57;21,19;Overweight;0,267;0,251;1553,139165;15,22812;1887,54;26,7
794;11;2;1,53;51,6;22,04;Overweight;0,218;0,19;1257,182724;11,25654;1436,2;21,8
795;11;2;1,54;53,7;22,64;Overweight;0,225;0,215;1326,942544;12,106665;1546,38;22,5
796;11;2;1,55;60,3;25,1;Overweight;0,229;0,155;1473,774702;13,785183;1795,1;22,9
797;11;2;1,525;49,1;21,11;Overweight;0,246;0,193;1301,809781;12,071726;1501,96;24,6
798;11;2;1,445;47,4;22,7;Overweight;0,294;0,198;1416,985307;13,941288;1703,64;29,4
799;11;2;1,54;50,7;21,38;Overweight;0,28;0,241;1451,774142;14,190423;1741,28;28
800;11;2;1,5;47,9;21,29;Overweight;0,177;0,159;1034,429533;8,473031;1086,7;17,7
801;11;2;1,6;55,7;21,76;Overweight;0,294;0,251;1619,791287;16,382484;1989,16;29,4
802;11;2;1,63;59,3;22,32;Overweight;0,241;0,227;1505,04569;14,320357;1825,74;24,1
803;11;2;1,61;62,2;24;Overweight;0,252;0,208;1610,80516;15,704878;1985,12;25,2
804;11;2;1,57;58,4;23,69;Overweight;0,162;0,154;1154,24853;9,478904;1366,6;16,2
805;11;2;1,515;50,9;22,18;Overweight;0,184;0,182;1117,085525;9,386978;1227,84;18,4
806;11;2;1,535;40,1;17,02;Overweight;0,377;0,267;1445,323079;15,130933;1902,38;37,7
807;11;2;1,525;52,1;22,4;Overweight;0,257;0,227;1406,359752;13,387616;1664,78;25,7
808;11;2;1,59;54,6;21,6;Overweight;0,28;0,22;1543,761334;15,281994;1875,44;28
809;11;2;1,615;71;27,22;Obese;0,196;0,175;1530,141224;13,916;1984,32;19,6
810;11;2;1,59;77,1;30,5;Obese;0,183;0,133;1570,937625;14,145537;2123,7;18,3
811;11;2;1,58;66;26,44;Obese;0,144;0,123;1184,442633;9,51192;1530,48;14,4
812;11;2;1,49;58,7;26,44;Obese;0,122;0,11;968,3065325;7,180184;1160,12;12,2
813;11;2;1,42;53,7;26,63;Obese;0,19;0,168;1190,781167;10,211592;1356,68;19
814;11;2;1,57;63,8;25,88;Obese;0,227;0,216;1535,264491;14,4507;1904,66;22,7
815;11;2;1,45;64,4;30,63;Obese;0,193;0,173;1397,798204;12,433708;1741,02;19,3
